@relation Results

@attribute Area numeric
@attribute X numeric
@attribute Y numeric
@attribute XM numeric
@attribute YM numeric
@attribute Major numeric
@attribute Minor numeric
@attribute Angle numeric
@attribute Circ numeric
@attribute IntDen numeric
@attribute RawIntDen numeric
@attribute Slice numeric
@attribute AR numeric
@attribute Round numeric
@attribute Solidity numeric
@attribute especie {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}

@data
65002,162612,119426,162612,119426,332101,24921,4092,0654,16575510,16575510,761,1333,075,0846,13
66409,163521,121296,163521,121296,335586,251961,4047,0668,16934295,16934295,762,1332,0751,0865,13
64993,164375,120423,164375,120423,331951,249289,5164,0654,16573215,16573215,763,1332,0751,0846,13
63776,164377,120219,164377,120219,329073,24676,43,0642,16262880,16262880,764,1334,075,083,13
65932,163467,119727,163467,119727,332958,252125,3866,0663,16812660,16812660,765,1321,0757,0858,13
68154,163304,121661,163304,121661,340654,254735,4563,0686,17379270,17379270,766,1337,0748,0887,13
64481,163737,120373,163737,120373,331605,247583,6267,0649,16442655,16442655,767,1339,0747,084,13
67056,163804,120791,163804,120791,337361,253077,4334,0675,17099280,17099280,768,1333,075,0873,13
66372,162705,121245,162705,121245,336404,251208,5102,0668,16924860,16924860,769,1339,0747,0864,13
67085,163984,120197,163984,120197,337763,252885,5116,0675,17106675,17106675,770,1336,0749,0874,13
68822,162697,120956,162697,120956,342766,255646,5297,0692,17549610,17549610,771,1341,0746,0896,13
65085,164812,120224,164812,120224,332469,249253,52,0655,16596675,16596675,772,1334,075,0847,13
65439,163823,121025,163823,121025,333485,249845,5823,0658,16686945,16686945,773,1335,0749,0852,13
66527,163308,121125,163308,121125,336358,251829,4386,066,16964385,16964385,774,1336,0749,0866,13
65543,163977,119808,163977,119808,333064,250558,379,0659,16713465,16713465,775,1329,0752,0853,13
65092,163929,120297,163929,120297,331938,249679,4927,0655,16598460,16598460,776,1329,0752,0848,13
65604,161945,120866,161945,120866,333729,250292,4328,066,16729020,16729020,777,1333,075,0854,13
64380,163922,12067,163922,12067,330555,247981,5538,0648,16416900,16416900,778,1333,075,0838,13
66813,161865,120,161865,120,337965,251709,4265,0672,17037315,17037315,779,1343,0745,087,13
63026,164594,119404,164594,119404,326374,245875,3931,0634,16071630,16071630,780,1327,0753,0821,13
64610,164335,120101,164335,120101,330909,2486,4753,065,16475550,16475550,781,1331,0751,0841,13
68633,161891,120144,161891,120144,339539,257367,0375,069,17501415,17501415,782,1319,0758,0894,14
66739,162877,119583,162877,119583,333585,254732,179814,0671,17018445,17018445,783,131,0764,0869,14
69220,160211,120124,160211,120124,341031,258433,0455,0696,17651100,17651100,784,132,0758,0901,14
69099,162518,12015,162518,12015,340096,258691,179979,0695,17620245,17620245,785,1315,0761,09,14
68708,16229,120919,16229,120919,339336,257803,035,0691,17520540,17520540,786,1316,076,0895,14
68220,160994,119892,160994,119892,337193,257598,0141,0686,17396100,17396100,787,1309,0764,0888,14
67983,162752,120932,162752,120932,336808,256997,0217,0684,17335665,17335665,788,1311,0763,0885,14
67523,16092,120925,16092,120925,336847,255229,0075,0679,17218365,17218365,789,132,0758,0879,14
68126,161648,120011,161648,120011,337156,257271,179737,0685,17372130,17372130,790,1311,0763,0887,14
66191,163445,122553,163445,122553,33342,252766,179059,0666,16878705,16878705,791,1319,0758,0862,14
68418,162383,121007,162383,121007,339025,25695,178975,0688,17446590,17446590,792,1319,0758,0891,14
67729,160638,12357,160638,12357,338152,255019,178257,0681,17270895,17270895,793,1326,0754,0882,14
66580,162626,123999,162626,123999,336409,251992,179254,067,16977900,16977900,794,1335,0749,0867,14
66489,16186,117512,16186,117512,335584,252266,177668,0669,16954695,16954695,795,133,0752,0866,14
65079,160902,117983,160902,117983,329934,251145,178279,0655,16595145,16595145,796,1314,0761,0847,14
62976,161601,121102,161601,121102,327197,245062,178131,0634,16058880,16058880,797,1335,0749,082,14
65860,162193,119423,162193,119423,332532,252173,178916,0663,16794300,16794300,798,1319,0758,0858,14
65028,162033,121208,162033,121208,330469,250541,0171,0654,16582140,16582140,799,1319,0758,0847,14
67858,161258,120246,161258,120246,337662,255876,179802,0683,17303790,17303790,800,132,0758,0884,14
67991,161292,120065,161292,120065,337957,256153,179736,0684,17337705,17337705,801,1319,0758,0885,14
67949,161273,119847,161273,119847,337677,256208,179558,0685,17326995,17326995,802,1318,0759,0885,14
66937,161972,120181,161972,120181,333971,255192,0471,0673,17068935,17068935,803,1309,0764,0872,14
67855,16178,119719,16178,119719,336467,256773,007,0683,17303025,17303025,804,131,0763,0884,14
67640,162731,11989,162731,11989,336335,25606,179796,0673,17248200,17248200,805,1313,0761,0881,14
66550,162091,120962,162091,120962,333777,253865,179837,0669,16970250,16970250,806,1315,0761,0867,14
68271,162594,119339,162594,119339,337808,257321,179573,0687,17409105,17409105,807,1313,0762,0889,14
68263,162523,119886,162523,119886,33738,257618,179541,0688,17407065,17407065,808,131,0764,0889,14
67471,162719,119127,162719,119127,335895,255755,179363,0679,17205105,17205105,809,1313,0761,0879,14
66391,162863,116661,162863,116661,334142,252981,178791,0668,16929705,16929705,810,1321,0757,0864,14
65974,161689,119245,161689,119245,333276,252045,179656,0664,16823370,16823370,811,1322,0756,0859,14
65742,162985,118541,162985,118541,331531,252481,179999,0661,16764210,16764210,812,1313,0762,0856,14
67772,162013,122031,162013,122031,337139,255948,17865,0683,17281860,17281860,813,1317,0759,0882,14
67751,161613,122393,161613,122393,337359,255702,178714,0684,17276505,17276505,814,1319,0758,0882,14
66730,161817,122415,161817,122415,335392,253325,178587,0671,17016150,17016150,815,1324,0755,0869,14
66546,162631,119612,162631,119612,334556,253258,177271,0669,16969230,16969230,816,1321,0757,0866,14
66149,162474,119684,162474,119684,335081,251353,176767,0666,16867995,16867995,817,1333,075,0861,14
64687,162232,12226,162232,12226,330606,249125,177847,0651,16495185,16495185,818,1327,0754,0842,14
65976,161539,120555,161539,120555,333609,251801,177107,0664,16823880,16823880,819,1325,0755,0859,14
65883,162886,121599,162886,121599,333044,251873,177068,0663,16800165,16800165,820,1322,0756,0858,14
64876,163326,120321,163326,120321,331219,24939,177193,0653,16543380,16543380,821,1328,0753,0845,14
65798,162814,119192,162814,119192,332695,251812,177031,0662,16778490,16778490,822,1321,0757,0857,14
64759,162787,120303,162787,120303,333035,247583,175683,0651,16513545,16513545,823,1345,0743,0843,14
63616,162144,121348,162144,121348,328512,246562,175754,064,16222080,16222080,824,1332,0751,0828,14
65039,163728,12344,163728,12344,332755,248862,17651,0654,16584945,16584945,825,1337,0748,0847,14
66846,161078,120618,161078,120618,336815,252694,177262,0672,17045730,17045730,826,1333,075,087,14
65887,162242,119652,162242,119652,334596,25072,176348,0665,16801185,16801185,827,1335,0749,0858,14
63955,16345,122686,16345,122686,328731,24771,177012,0643,16308525,16308525,828,1327,0754,0833,14
65646,160468,120337,160468,120337,330165,253156,0236,066,16739730,16739730,829,1304,0767,0855,14
66631,161637,120111,161637,120111,334108,253922,2962,067,16990905,16990905,830,1316,076,0868,14
64593,164327,120888,164327,120888,329755,249404,473,065,16471215,16471215,831,1322,0756,0841,14
64804,160772,120513,160772,120513,331422,248961,2005,0652,16525020,16525020,832,1331,0751,0844,14
64789,162855,121554,162855,121554,330724,249428,4198,0652,16521195,16521195,833,1326,0754,0844,14
64796,162187,122428,162187,122428,332124,248404,2634,0652,16522980,16522980,834,1337,0748,0844,14
62232,162352,121019,162352,121019,323244,245128,2104,0626,15869160,15869160,835,1319,0758,081,14
64332,164083,120414,164083,120414,330689,247695,176136,0647,16404660,16404660,836,1335,0749,0838,14
64964,162102,121664,162102,121664,332147,24903,177297,0654,16565820,16565820,837,1334,075,0846,14
62830,163472,122394,163472,122394,329402,242857,176167,0632,16021650,16021650,838,1356,0737,0818,14
62258,16141,119894,16141,119894,327158,242296,175311,0626,15875790,15875790,839,135,0741,0811,14
61306,162811,121779,162811,121779,324674,240417,175307,0617,15633030,15633030,840,135,074,0798,14
66850,158283,122646,158283,122646,339161,250961,2455,0673,17046750,17046750,841,1351,074,087,14
67505,16134,120905,16134,120905,340009,252787,3024,0679,17213775,17213775,842,1345,0743,0879,14
65407,159941,120796,159941,120796,335462,248251,392,0658,16678785,16678785,843,1351,074,0852,14
63373,161,120782,161,120782,330854,243881,5673,0638,16160115,16160115,844,1357,0737,0825,14
67143,159437,118866,159437,118866,33891,252248,3467,0675,17121465,17121465,845,1344,0744,0874,14
63202,161536,120641,161536,120641,330167,243729,5079,0636,16116510,16116510,846,1355,0738,0823,14
67041,162718,121512,162718,121512,334549,255147,082,0674,17095455,17095455,847,1311,0763,0873,15
68037,159822,121668,159822,121668,337581,256612,179559,0686,17349435,17349435,848,1316,076,0886,15
69995,16088,120463,16088,120463,342118,260496,0284,0704,17848725,17848725,849,1313,0761,0911,15
67666,159146,119531,159146,119531,337826,255028,176666,0681,17254830,17254830,850,1325,0755,0881,15
66324,159808,119202,159808,119202,336329,251082,175862,0667,16912620,16912620,851,134,0747,0864,15
65977,159092,119205,159092,119205,334123,251418,17682,0664,16824135,16824135,852,1329,0752,0859,15
64795,158586,12053,158586,12053,3309,249318,175686,0652,16522725,16522725,853,1327,0753,0844,15
64367,159153,122217,159153,122217,332137,246749,174112,0648,16413585,16413585,854,1346,0743,0838,15
64138,158883,120334,158883,120334,330364,247191,174078,0645,16355190,16355190,855,1336,0748,0835,15
65031,160254,120279,160254,120279,334104,247827,173666,0654,16582905,16582905,856,1348,0742,0847,15
66866,159063,119768,159063,119768,33815,251771,175764,0673,17050830,17050830,857,1343,0745,0871,15
64664,158779,120939,158779,120939,333247,247062,173362,0651,16489320,16489320,858,1349,0741,0842,15
65635,161131,121081,161131,121081,336094,248648,174457,066,16736925,16736925,859,1352,074,0855,15
65116,161047,120717,161047,120717,334128,248133,174423,0655,16604580,16604580,860,1347,0743,0848,15
65335,159486,120306,159486,120306,33383,24919,17442,0657,16660425,16660425,861,134,0746,0851,15
64979,160711,121344,160711,121344,334399,247411,174298,0654,16569645,16569645,862,1352,074,0846,15
65218,161284,120925,161284,120925,334154,248503,174287,0656,16630590,16630590,863,1345,0744,0849,15
64308,161409,120957,161409,120957,332763,246059,174059,0647,16398540,16398540,864,1352,0739,0837,15
65021,159182,120371,159182,120371,33474,247318,17299,0654,16580355,16580355,865,1353,0739,0847,15
63188,159219,119959,159219,119959,330773,243228,171942,0636,16112940,16112940,866,136,0735,0823,15
64079,158833,120579,158833,120579,331334,246241,173396,0645,16340145,16340145,867,1346,0743,0834,15
63946,159835,121268,159835,121268,332171,245111,173253,0643,16306230,16306230,868,1355,0738,0833,15
64511,160752,121824,160752,121824,33227,247203,173907,0649,16450305,16450305,869,1344,0744,084,15
64412,160131,120938,160131,120938,332366,246752,172621,0648,16425060,16425060,870,1347,0742,0839,15
65646,160001,121371,160001,121371,335532,249106,174456,066,16739730,16739730,871,1347,0742,0855,15
65452,160648,11985,160648,11985,333773,249679,175042,0658,16690260,16690260,872,1337,0748,0852,15
64459,159646,121086,159646,121086,33279,246617,173724,0648,16437045,16437045,873,1349,0741,0839,15
64447,161069,121887,161069,121887,332407,246856,173729,0648,16433985,16433985,874,1347,0743,0839,15
64800,160734,120674,160734,120674,333869,24712,17357,0652,16524000,16524000,875,1351,074,0844,15
64484,160254,119489,160254,119489,33215,247188,174897,0649,16443420,16443420,876,1344,0744,084,15
64704,159524,120289,159524,120289,333022,247382,174216,0651,16499520,16499520,877,1346,0743,0843,15
65011,1593,120407,1593,120407,333746,248017,173617,0654,16577805,16577805,878,1346,0743,0846,15
61990,160289,120949,160289,120949,327068,24132,172698,0624,15807450,15807450,879,1355,0738,0807,15
64515,158907,121331,158907,121331,333354,246414,172914,0649,16451325,16451325,880,1353,0739,084,15
62798,159008,120682,159008,120682,329134,242931,17194,0632,16013490,16013490,881,1355,0738,0818,15
63693,159984,120533,159984,120533,331251,244819,172827,0641,16241715,16241715,882,1353,0739,0829,15
63731,158192,120973,158192,120973,33059,245455,174195,0641,16251405,16251405,883,1347,0742,083,15
63590,159134,121501,159134,121501,330778,244772,172847,064,16215450,16215450,884,1351,074,0828,15
63055,159051,121189,159051,121189,328334,244519,173422,0634,16079025,16079025,885,1343,0745,0821,15
63596,161989,121975,161989,121975,330125,24528,173246,0639,16216980,16216980,886,1346,0743,0828,15
62578,159485,119742,159485,119742,32846,242577,172486,063,15957390,15957390,887,1354,0739,0815,15
66518,160704,120725,160704,120725,337145,251207,1747,0669,16962090,16962090,888,1342,0745,0866,15
65578,158958,12172,158958,12172,33558,248813,17395,066,16722390,16722390,889,1349,0741,0854,15
63681,159885,120932,159885,120932,33058,245269,173229,0641,16238655,16238655,890,1348,0742,0829,15
64321,160073,121282,160073,121282,331524,247029,173378,0647,16401855,16401855,891,1342,0745,0838,15
64217,161453,120505,161453,120505,332666,245783,172831,0646,16375335,16375335,892,1353,0739,0836,15
66390,160909,121219,160909,121219,337089,250766,175232,0668,16929450,16929450,893,1344,0744,0864,15
66780,15983,120009,15983,120009,337919,251619,174928,0674,17028900,17028900,894,1343,0745,087,15
65265,159074,120095,159074,120095,334584,248362,17321,0657,16642575,16642575,895,1347,0742,085,15
64224,159125,119554,159125,119554,332933,245612,173743,0646,16377120,16377120,896,1356,0738,0836,15
65150,158772,119994,158772,119994,334183,248222,173352,0655,16613250,16613250,897,1346,0743,0848,15
64405,159247,121577,159247,121577,332856,246362,173122,0648,16423275,16423275,898,1351,074,0839,15
63881,159873,122385,159873,122385,331457,245389,172839,0645,16289655,16289655,899,1351,074,0832,15
66402,160587,121981,160587,121981,337635,250405,174388,065,16932510,16932510,900,1348,0742,0865,15
63176,157955,119465,157955,119465,32995,243789,172796,0636,16109880,16109880,901,1353,0739,0823,15
65205,159546,121311,159546,121311,335047,247791,173453,0645,16627275,16627275,902,1352,074,0849,15
65494,159465,121611,159465,121611,335429,248606,173498,0659,16700970,16700970,903,1349,0741,0853,15
64332,159788,121598,159788,121598,331621,246999,174152,0647,16404660,16404660,904,1343,0745,0838,15
63840,159941,12147,159941,12147,33228,244624,171834,0642,16279200,16279200,905,1358,0736,0831,15
65576,159712,121252,159712,121252,335595,248793,173693,0658,16721880,16721880,906,1349,0741,0854,15
68355,162035,119277,162035,119277,338293,257269,2213,0688,17430525,17430525,907,1315,076,089,16
67542,160581,121155,160581,121155,337978,254446,2355,0679,17223210,17223210,908,1328,0753,0879,16
67595,160482,12155,160482,12155,336941,25543,2961,068,17236725,17236725,909,1319,0758,088,16
67535,159528,123684,159528,123684,338544,253994,2622,0679,17221425,17221425,910,1333,0.75,0.879,16
65092,158.87,120.393,158.87,120.393,330.794,250.542,4.183,0.655,16598460,16598460,911,1.32,0.757,0.848,16
65433,160.912,121.483,160.912,121.483,332.945,250.227,3.758,0.658,16685415,16685415,912,1.331,0.752,0.852,16
67676,159.429,120.847,159.429,120.847,339.257,253.99,3.06,0.681,17257380,17257380,913,1.336,0.749,0.881,16
68816,160.401,122.033,160.401,122.033,342.164,256.074,2.544,0.692,17548080,17548080,914,1.336,0.748,0.896,16
64270,159.891,119.02,159.891,119.02,328.943,248.77,3.993,0.647,16388850,16388850,915,1.322,0.756,0.837,16
68758,161.721,120.447,161.721,120.447,340.277,257.277,2.249,0.692,17533290,17533290,916,1.323,0.756,0.895,16
65379,160.086,121.852,160.086,121.852,332.238,250.553,4.022,0.658,16671645,16671645,917,1.326,0.754,0.851,16
66549,157.915,121.025,157.915,121.025,335.788,252.341,3.706,0.669,16969995,16969995,918,1.331,0.751,0.867,16
65576,159.731,121.517,159.731,121.517,334.249,249.796,4.576,0.66,16721880,16721880,919,1.338,0.747,0.854,16
63487,161.617,122.171,161.617,122.171,328.771,245.868,7.067,0.639,16189185,16189185,920,1.337,0.748,0.827,16
65516,161.858,121.743,161.858,121.743,331.194,251.869,4.79,0.659,16706580,16706580,921,1.315,0.76,0.853,16
65627,160.93,121.456,160.93,121.456,334.279,249.968,5.427,0.66,16734885,16734885,922,1.337,0.748,0.855,16
64181,159.194,120.233,159.194,120.233,331.792,246.293,5.523,0.646,16366155,16366155,923,1.347,0.742,0.836,16
64492,160.999,119.942,160.999,119.942,331.777,247.497,6.097,0.649,16445460,16445460,924,1.341,0.746,0.84,16
63896,161.213,120.822,161.213,120.822,330.65,246.046,7.548,0.643,16293480,16293480,925,1.344,0.744,0.832,16
65635,161.187,119.463,161.187,119.463,335.675,248.959,5.207,0.66,16736925,16736925,926,1.348,0.742,0.855,16
65236,161.831,120.435,161.831,120.435,332.808,249.576,4.251,0.656,16635180,16635180,927,1.333,0.75,0.849,16
66028,159.385,121.82,159.385,121.82,334.666,251.204,3.498,0.664,16837140,16837140,928,1.332,0.751,0.86,16
66444,161.821,120.38,161.821,120.38,336.632,251.31,4.622,0.668,16943220,16943220,929,1.34,0.747,0.865,16
63792,160.621,122.363,160.621,122.363,329.71,246.345,6.693,0.642,16266960,16266960,930,1.338,0.747,0.831,16
64269,162.583,119.848,162.583,119.848,331.526,246.828,6.212,0.647,16388595,16388595,931,1.343,0.745,0.837,16
